Analyse intensité de charge
Chargeur 220v -- Partage de connexion activé
Debut des mesures :     2023-08-24 09:58:52.548582 Charge: 3%
0.63 A / 12:11:54 / 0007938 s
0.63 A / 12:11:56 / 0007940 s
0.63 A / 12:11:58 / 0007942 s
0.63 A / 12:12:00 / 0007944 s
0.63 A / 12:12:02 / 0007946 s
0.63 A / 12:12:04 / 0007948 s
0.63 A / 12:12:06 / 0007950 s
0.63 A / 12:12:08 / 0007952 s
0.63 A / 12:12:10 / 0007954 s
0.63 A / 12:12:12 / 0007956 s
0.63 A / 12:12:14 / 0007958 s
0.63 A / 12:12:16 / 0007960 s
0.63 A / 12:12:18 / 0007962 s
0.63 A / 12:12:20 / 0007964 s
0.63 A / 12:12:22 / 0007966 s
0.63 A / 12:12:24 / 0007968 s
0.63 A / 12:12:26 / 0007970 s
0.63 A / 12:12:28 / 0007972 s
0.63 A / 12:12:30 / 0007974 s
0.63 A / 12:12:32 / 0007976 s
0.63 A / 12:12:34 / 0007978 s
0.63 A / 12:12:36 / 0007980 s
0.63 A / 12:12:38 / 0007982 s
0.63 A / 12:12:40 / 0007984 s
0.63 A / 12:12:42 / 0007986 s
0.63 A / 12:12:44 / 0007988 s
0.63 A / 12:12:46 / 0007990 s
0.63 A / 12:12:48 / 0007992 s
0.63 A / 12:12:50 / 0007994 s
0.63 A / 12:12:52 / 0007996 s
0.63 A / 12:12:54 / 0007998 s
0.63 A / 12:12:56 / 0008000 s
0.63 A / 12:12:58 / 0008002 s
0.63 A / 12:13:00 / 0008004 s
0.63 A / 12:13:02 / 0008006 s
0.63 A / 12:13:04 / 0008008 s
0.63 A / 12:13:06 / 0008010 s
0.63 A / 12:13:08 / 0008012 s
0.63 A / 12:13:10 / 0008014 s
0.63 A / 12:13:12 / 0008016 s
0.63 A / 12:13:14 / 0008018 s
0.63 A / 12:13:16 / 0008020 s
0.63 A / 12:13:18 / 0008022 s
0.63 A / 12:13:20 / 0008024 s
0.63 A / 12:13:22 / 0008026 s
0.53 A / 12:13:24 / 0008028 s
0.70 A / 12:13:26 / 0008030 s
0.70 A / 12:13:28 / 0008032 s
0.70 A / 12:13:30 / 0008034 s
0.58 A / 12:13:32 / 0008036 s
0.58 A / 12:13:34 / 0008038 s
0.58 A / 12:13:36 / 0008040 s
0.58 A / 12:13:38 / 0008042 s
0.68 A / 12:13:40 / 0008044 s
0.68 A / 12:13:42 / 0008046 s
0.68 A / 12:13:44 / 0008048 s
0.55 A / 12:13:46 / 0008050 s
0.55 A / 12:13:48 / 0008052 s
0.65 A / 12:13:50 / 0008054 s
0.65 A / 12:13:52 / 0008056 s
0.65 A / 12:13:54 / 0008058 s
0.65 A / 12:13:56 / 0008060 s
0.65 A / 12:13:58 / 0008062 s
0.65 A / 12:14:00 / 0008064 s
0.65 A / 12:14:02 / 0008066 s
0.65 A / 12:14:04 / 0008068 s
0.65 A / 12:14:06 / 0008070 s
0.55 A / 12:14:08 / 0008072 s
0.70 A / 12:14:10 / 0008074 s
0.60 A / 12:14:12 / 0008076 s
0.60 A / 12:14:14 / 0008078 s
0.60 A / 12:14:16 / 0008080 s
0.60 A / 12:14:18 / 0008082 s
0.60 A / 12:14:20 / 0008084 s
0.70 A / 12:14:22 / 0008086 s
0.70 A / 12:14:24 / 0008088 s
0.70 A / 12:14:26 / 0008090 s
0.70 A / 12:14:28 / 0008092 s
0.60 A / 12:14:30 / 0008094 s
0.60 A / 12:14:32 / 0008096 s
0.60 A / 12:14:34 / 0008098 s
0.60 A / 12:14:36 / 0008100 s
0.60 A / 12:14:38 / 0008102 s
0.60 A / 12:14:40 / 0008104 s
0.60 A / 12:14:42 / 0008106 s
0.60 A / 12:14:44 / 0008108 s
0.60 A / 12:14:46 / 0008110 s
0.60 A / 12:14:48 / 0008112 s
0.60 A / 12:14:50 / 0008114 s
0.60 A / 12:14:52 / 0008116 s
0.60 A / 12:14:54 / 0008118 s
0.60 A / 12:14:56 / 0008120 s
0.60 A / 12:14:58 / 0008122 s
0.60 A / 12:15:00 / 0008124 s
0.60 A / 12:15:02 / 0008126 s
0.60 A / 12:15:04 / 0008128 s
0.60 A / 12:15:06 / 0008130 s
0.60 A / 12:15:08 / 0008132 s
0.60 A / 12:15:10 / 0008134 s
0.60 A / 12:15:12 / 0008136 s
0.60 A / 12:15:14 / 0008138 s
0.60 A / 12:15:16 / 0008140 s
0.60 A / 12:15:18 / 0008142 s
0.60 A / 12:15:20 / 0008144 s
0.60 A / 12:15:22 / 0008146 s
0.60 A / 12:15:24 / 0008148 s
0.73 A / 12:15:26 / 0008150 s
0.58 A / 12:15:28 / 0008152 s
0.58 A / 12:15:30 / 0008154 s
0.58 A / 12:15:32 / 0008156 s
0.58 A / 12:15:34 / 0008158 s
0.68 A / 12:15:36 / 0008160 s
0.68 A / 12:15:38 / 0008162 s
0.53 A / 12:15:40 / 0008164 s
0.53 A / 12:15:42 / 0008166 s
0.65 A / 12:15:44 / 0008168 s
0.65 A / 12:15:46 / 0008170 s
0.65 A / 12:15:48 / 0008172 s
0.65 A / 12:15:50 / 0008174 s
0.65 A / 12:15:52 / 0008176 s
0.65 A / 12:15:54 / 0008178 s
0.65 A / 12:15:56 / 0008180 s
0.55 A / 12:15:58 / 0008182 s
0.55 A / 12:16:00 / 0008184 s
0.68 A / 12:16:02 / 0008186 s
0.68 A / 12:16:04 / 0008188 s
0.68 A / 12:16:06 / 0008190 s
0.68 A / 12:16:08 / 0008192 s
0.68 A / 12:16:10 / 0008194 s
0.68 A / 12:16:12 / 0008196 s
0.68 A / 12:16:14 / 0008198 s
0.58 A / 12:16:16 / 0008200 s
0.58 A / 12:16:18 / 0008202 s
0.58 A / 12:16:20 / 0008204 s
0.58 A / 12:16:22 / 0008206 s
0.58 A / 12:16:24 / 0008208 s
0.58 A / 12:16:26 / 0008210 s
0.48 A / 12:16:28 / 0008212 s
0.48 A / 12:16:30 / 0008214 s
0.70 A / 12:16:32 / 0008216 s
0.70 A / 12:16:34 / 0008218 s
0.60 A / 12:16:36 / 0008220 s
0.60 A / 12:16:38 / 0008222 s
0.48 A / 12:16:40 / 0008224 s
0.58 A / 12:16:42 / 0008226 s
0.58 A / 12:16:44 / 0008228 s
0.58 A / 12:16:46 / 0008230 s
0.70 A / 12:16:48 / 0008232 s
0.70 A / 12:16:50 / 0008234 s
0.58 A / 12:16:52 / 0008236 s
0.58 A / 12:16:54 / 0008238 s
0.58 A / 12:16:56 / 0008240 s
0.58 A / 12:16:58 / 0008242 s
0.58 A / 12:17:00 / 0008244 s
0.58 A / 12:17:02 / 0008246 s
0.58 A / 12:17:04 / 0008248 s
0.58 A / 12:17:06 / 0008250 s
0.68 A / 12:17:08 / 0008252 s
0.68 A / 12:17:10 / 0008254 s
0.58 A / 12:17:12 / 0008256 s
0.58 A / 12:17:14 / 0008258 s
0.48 A / 12:17:16 / 0008260 s
0.48 A / 12:17:18 / 0008262 s
0.65 A / 12:17:20 / 0008264 s
0.55 A / 12:17:22 / 0008266 s
0.55 A / 12:17:24 / 0008268 s
0.70 A / 12:17:26 / 0008270 s
0.60 A / 12:17:28 / 0008272 s
0.60 A / 12:17:30 / 0008274 s
0.60 A / 12:17:32 / 0008276 s
0.60 A / 12:17:34 / 0008278 s
0.60 A / 12:17:36 / 0008280 s
0.60 A / 12:17:38 / 0008282 s
0.60 A / 12:17:40 / 0008284 s
0.60 A / 12:17:42 / 0008286 s
0.73 A / 12:17:44 / 0008288 s
0.73 A / 12:17:46 / 0008290 s
0.58 A / 12:17:48 / 0008292 s
0.58 A / 12:17:50 / 0008294 s
0.58 A / 12:17:52 / 0008296 s
0.58 A / 12:17:54 / 0008298 s
0.58 A / 12:17:56 / 0008300 s
0.58 A / 12:17:58 / 0008302 s
0.58 A / 12:18:00 / 0008304 s
0.58 A / 12:18:02 / 0008306 s
0.58 A / 12:18:04 / 0008308 s
0.58 A / 12:18:06 / 0008310 s
0.48 A / 12:18:08 / 0008312 s
0.65 A / 12:18:10 / 0008314 s
0.50 A / 12:18:12 / 0008316 s
0.50 A / 12:18:14 / 0008318 s
0.68 A / 12:18:16 / 0008320 s
0.68 A / 12:18:18 / 0008322 s
0.68 A / 12:18:20 / 0008324 s
0.68 A / 12:18:22 / 0008326 s
0.50 A / 12:18:24 / 0008328 s
0.50 A / 12:18:26 / 0008330 s
0.50 A / 12:18:28 / 0008332 s
0.50 A / 12:18:30 / 0008334 s
0.50 A / 12:18:32 / 0008336 s
0.50 A / 12:18:34 / 0008338 s
0.50 A / 12:18:36 / 0008340 s
0.63 A / 12:18:38 / 0008342 s
0.53 A / 12:18:40 / 0008344 s
0.53 A / 12:18:42 / 0008346 s
0.65 A / 12:18:44 / 0008348 s
0.65 A / 12:18:46 / 0008350 s
0.65 A / 12:18:48 / 0008352 s
0.55 A / 12:18:50 / 0008354 s
0.55 A / 12:18:52 / 0008356 s
0.55 A / 12:18:54 / 0008358 s
0.55 A / 12:18:56 / 0008360 s
0.55 A / 12:18:58 / 0008362 s
0.55 A / 12:19:00 / 0008364 s
0.55 A / 12:19:02 / 0008366 s
0.55 A / 12:19:04 / 0008368 s
0.55 A / 12:19:06 / 0008370 s
0.55 A / 12:19:08 / 0008372 s
0.55 A / 12:19:10 / 0008374 s
0.55 A / 12:19:12 / 0008376 s
0.55 A / 12:19:14 / 0008378 s
0.55 A / 12:19:16 / 0008380 s
0.70 A / 12:19:18 / 0008382 s
0.58 A / 12:19:20 / 0008384 s
0.58 A / 12:19:22 / 0008386 s
0.58 A / 12:19:24 / 0008388 s
0.58 A / 12:19:26 / 0008390 s
0.58 A / 12:19:28 / 0008392 s
0.58 A / 12:19:30 / 0008394 s
0.58 A / 12:19:32 / 0008396 s
0.58 A / 12:19:34 / 0008398 s
0.58 A / 12:19:36 / 0008400 s
0.58 A / 12:19:38 / 0008402 s
0.58 A / 12:19:40 / 0008404 s
0.48 A / 12:19:42 / 0008406 s
0.60 A / 12:19:44 / 0008408 s
0.60 A / 12:19:46 / 0008410 s
0.60 A / 12:19:48 / 0008412 s
0.60 A / 12:19:50 / 0008414 s
0.60 A / 12:19:52 / 0008416 s
0.60 A / 12:19:54 / 0008418 s
0.60 A / 12:19:56 / 0008420 s
0.60 A / 12:19:58 / 0008422 s
0.60 A / 12:20:00 / 0008424 s
0.45 A / 12:20:02 / 0008426 s
0.45 A / 12:20:04 / 0008428 s
0.45 A / 12:20:06 / 0008430 s
0.45 A / 12:20:08 / 0008432 s
0.60 A / 12:20:10 / 0008434 s
0.50 A / 12:20:12 / 0008436 s
0.60 A / 12:20:14 / 0008438 s
0.50 A / 12:20:16 / 0008440 s
0.50 A / 12:20:18 / 0008442 s
0.50 A / 12:20:20 / 0008444 s
0.50 A / 12:20:22 / 0008446 s
0.50 A / 12:20:24 / 0008448 s
0.50 A / 12:20:26 / 0008450 s
0.50 A / 12:20:28 / 0008452 s
0.50 A / 12:20:30 / 0008454 s
0.50 A / 12:20:32 / 0008456 s
0.50 A / 12:20:34 / 0008458 s
0.65 A / 12:20:36 / 0008460 s
0.65 A / 12:20:38 / 0008462 s
0.50 A / 12:20:40 / 0008464 s
0.50 A / 12:20:42 / 0008466 s
0.50 A / 12:20:44 / 0008468 s
0.63 A / 12:20:46 / 0008470 s
0.63 A / 12:20:48 / 0008472 s
0.48 A / 12:20:50 / 0008474 s
0.48 A / 12:20:52 / 0008476 s
0.48 A / 12:20:54 / 0008478 s
0.48 A / 12:20:56 / 0008480 s
0.60 A / 12:20:58 / 0008482 s
0.50 A / 12:21:00 / 0008484 s
0.50 A / 12:21:02 / 0008486 s
0.50 A / 12:21:04 / 0008488 s
0.50 A / 12:21:06 / 0008490 s
0.50 A / 12:21:08 / 0008492 s
0.50 A / 12:21:10 / 0008494 s
0.50 A / 12:21:12 / 0008496 s
0.50 A / 12:21:14 / 0008498 s
0.50 A / 12:21:16 / 0008500 s
0.50 A / 12:21:18 / 0008502 s
0.50 A / 12:21:20 / 0008504 s
0.50 A / 12:21:22 / 0008506 s
0.50 A / 12:21:24 / 0008508 s
0.50 A / 12:21:26 / 0008510 s
0.50 A / 12:21:28 / 0008512 s
0.50 A / 12:21:30 / 0008514 s
0.50 A / 12:21:32 / 0008516 s
0.68 A / 12:21:34 / 0008518 s
0.50 A / 12:21:36 / 0008520 s
0.50 A / 12:21:38 / 0008522 s
0.50 A / 12:21:40 / 0008524 s
0.50 A / 12:21:42 / 0008526 s
0.50 A / 12:21:44 / 0008528 s
0.50 A / 12:21:46 / 0008530 s
0.50 A / 12:21:48 / 0008532 s
0.50 A / 12:21:50 / 0008534 s
0.50 A / 12:21:52 / 0008536 s
0.50 A / 12:21:58 / 0008538 s
0.50 A / 12:22:00 / 0008540 s
0.50 A / 12:22:04 / 0008542 s
0.50 A / 12:22:06 / 0008544 s
0.50 A / 12:22:08 / 0008546 s
0.50 A / 12:22:10 / 0008548 s
0.50 A / 12:22:12 / 0008550 s
0.50 A / 12:22:14 / 0008552 s
0.50 A / 12:22:16 / 0008554 s
0.50 A / 12:22:18 / 0008556 s
0.50 A / 12:22:20 / 0008558 s
0.50 A / 12:22:22 / 0008560 s
0.50 A / 12:22:24 / 0008562 s
0.50 A / 12:22:26 / 0008564 s
0.50 A / 12:22:28 / 0008566 s
0.50 A / 12:22:29 / 0008568 s
0.50 A / 12:22:31 / 0008570 s
0.50 A / 12:22:33 / 0008572 s
0.50 A / 12:22:35 / 0008574 s
0.50 A / 12:22:37 / 0008576 s
0.50 A / 12:22:39 / 0008578 s
0.50 A / 12:22:41 / 0008580 s
0.50 A / 12:22:43 / 0008582 s
0.50 A / 12:22:45 / 0008584 s
0.50 A / 12:22:47 / 0008586 s
0.50 A / 12:22:49 / 0008588 s
0.50 A / 12:22:51 / 0008590 s
0.50 A / 12:22:53 / 0008592 s
0.50 A / 12:22:55 / 0008594 s
0.60 A / 12:22:57 / 0008596 s
0.60 A / 12:22:59 / 0008598 s
0.43 A / 12:23:01 / 0008600 s
0.43 A / 12:23:03 / 0008602 s
0.43 A / 12:23:05 / 0008604 s
0.43 A / 12:23:07 / 0008606 s
0.43 A / 12:23:09 / 0008608 s
0.55 A / 12:23:11 / 0008610 s
0.55 A / 12:23:13 / 0008612 s
0.55 A / 12:23:15 / 0008614 s
0.55 A / 12:23:17 / 0008616 s
0.55 A / 12:23:19 / 0008618 s
0.55 A / 12:23:21 / 0008620 s
0.45 A / 12:23:23 / 0008622 s
0.45 A / 12:23:25 / 0008624 s
0.45 A / 12:23:27 / 0008626 s
0.45 A / 12:23:29 / 0008628 s
0.60 A / 12:23:31 / 0008630 s
0.60 A / 12:23:33 / 0008632 s
0.38 A / 12:23:35 / 0008634 s
0.48 A / 12:23:37 / 0008636 s
0.68 A / 12:23:39 / 0008638 s
0.55 A / 12:23:41 / 0008640 s
0.55 A / 12:23:43 / 0008642 s
0.40 A / 12:23:45 / 0008644 s
0.40 A / 12:23:47 / 0008646 s
0.55 A / 12:23:49 / 0008648 s
0.43 A / 12:23:51 / 0008650 s
0.43 A / 12:23:53 / 0008652 s
0.43 A / 12:23:55 / 0008654 s
0.43 A / 12:23:57 / 0008656 s
0.43 A / 12:23:59 / 0008658 s
0.43 A / 12:24:01 / 0008660 s
0.43 A / 12:24:03 / 0008662 s
0.58 A / 12:24:05 / 0008664 s
0.58 A / 12:24:07 / 0008666 s
0.40 A / 12:24:09 / 0008668 s
0.50 A / 12:24:11 / 0008670 s
0.50 A / 12:24:13 / 0008672 s
0.50 A / 12:24:15 / 0008674 s
0.50 A / 12:24:17 / 0008676 s
0.50 A / 12:24:19 / 0008678 s
0.50 A / 12:24:21 / 0008680 s
0.50 A / 12:24:23 / 0008682 s
0.50 A / 12:24:25 / 0008684 s
0.40 A / 12:24:27 / 0008686 s
0.50 A / 12:24:29 / 0008688 s
0.63 A / 12:24:31 / 0008690 s
0.63 A / 12:24:33 / 0008692 s
0.45 A / 12:24:35 / 0008694 s
0.45 A / 12:24:37 / 0008696 s
0.45 A / 12:24:39 / 0008698 s
0.45 A / 12:24:41 / 0008700 s
0.45 A / 12:24:43 / 0008702 s
0.45 A / 12:24:45 / 0008704 s
0.45 A / 12:24:47 / 0008706 s
0.45 A / 12:24:49 / 0008708 s
0.45 A / 12:24:51 / 0008710 s
0.45 A / 12:24:53 / 0008712 s
0.45 A / 12:24:55 / 0008714 s
0.45 A / 12:24:57 / 0008716 s
0.15 A / 12:24:59 / 0008718 s
0.15 A / 12:25:01 / 0008720 s
0.28 A / 12:25:03 / 0008722 s
0.10 A / 12:25:05 / 0008724 s
0.25 A / 12:25:07 / 0008726 s
0.25 A / 12:25:09 / 0008728 s
0.38 A / 12:25:11 / 0008730 s
0.18 A / 12:25:13 / 0008732 s
0.18 A / 12:25:15 / 0008734 s
0.30 A / 12:25:17 / 0008736 s
0.30 A / 12:25:19 / 0008738 s
0.18 A / 12:25:21 / 0008740 s
0.18 A / 12:25:23 / 0008742 s
0.58 A / 12:25:25 / 0008744 s
0.58 A / 12:25:27 / 0008746 s
0.23 A / 12:25:29 / 0008748 s
0.23 A / 12:25:31 / 0008750 s
0.23 A / 12:25:33 / 0008752 s
0.23 A / 12:25:35 / 0008754 s
0.13 A / 12:25:37 / 0008756 s
0.13 A / 12:25:39 / 0008758 s
0.13 A / 12:25:41 / 0008760 s
0.30 A / 12:25:43 / 0008762 s
0.20 A / 12:25:45 / 0008764 s
0.20 A / 12:25:47 / 0008766 s
0.58 A / 12:25:49 / 0008768 s
0.18 A / 12:25:51 / 0008770 s
0.18 A / 12:25:53 / 0008772 s
0.60 A / 12:25:55 / 0008774 s
0.38 A / 12:25:57 / 0008776 s
0.25 A / 12:25:59 / 0008778 s
0.38 A / 12:26:01 / 0008780 s
0.23 A / 12:26:03 / 0008782 s
0.23 A / 12:26:05 / 0008784 s
0.23 A / 12:26:07 / 0008786 s
0.23 A / 12:26:09 / 0008788 s
0.23 A / 12:26:11 / 0008790 s
0.23 A / 12:26:13 / 0008792 s
0.23 A / 12:26:15 / 0008794 s
0.23 A / 12:26:17 / 0008796 s
0.10 A / 12:26:19 / 0008798 s
0.10 A / 12:26:21 / 0008800 s
0.20 A / 12:26:23 / 0008802 s
0.20 A / 12:26:25 / 0008804 s
0.10 A / 12:26:27 / 0008806 s
0.28 A / 12:26:29 / 0008808 s
0.28 A / 12:26:31 / 0008810 s
0.15 A / 12:26:33 / 0008812 s
0.15 A / 12:26:35 / 0008814 s
0.30 A / 12:26:37 / 0008816 s
0.13 A / 12:26:39 / 0008818 s
0.30 A / 12:26:41 / 0008820 s
0.18 A / 12:26:43 / 0008822 s
0.18 A / 12:26:45 / 0008824 s
0.18 A / 12:26:47 / 0008826 s
0.18 A / 12:26:49 / 0008828 s
0.18 A / 12:26:51 / 0008830 s
0.30 A / 12:26:53 / 0008832 s
0.15 A / 12:26:55 / 0008834 s
0.15 A / 12:26:57 / 0008836 s
0.15 A / 12:26:59 / 0008838 s
0.15 A / 12:27:01 / 0008840 s
0.25 A / 12:27:03 / 0008842 s
0.25 A / 12:27:05 / 0008844 s
0.25 A / 12:27:07 / 0008846 s
0.25 A / 12:27:09 / 0008848 s
0.25 A / 12:27:11 / 0008850 s
0.25 A / 12:27:13 / 0008852 s
0.25 A / 12:27:15 / 0008854 s
0.25 A / 12:27:17 / 0008856 s
0.25 A / 12:27:19 / 0008858 s
0.25 A / 12:27:21 / 0008860 s
0.25 A / 12:27:23 / 0008862 s
0.25 A / 12:27:25 / 0008864 s
0.25 A / 12:27:27 / 0008866 s
0.25 A / 12:27:29 / 0008868 s
0.25 A / 12:27:31 / 0008870 s
0.70 A / 12:27:33 / 0008872 s
0.28 A / 12:27:35 / 0008874 s
0.60 A / 12:27:37 / 0008876 s
0.18 A / 12:27:39 / 0008878 s
0.18 A / 12:27:41 / 0008880 s
0.18 A / 12:27:43 / 0008882 s
0.18 A / 12:27:45 / 0008884 s
0.28 A / 12:27:47 / 0008886 s
0.28 A / 12:27:49 / 0008888 s
0.18 A / 12:27:51 / 0008890 s
0.18 A / 12:27:53 / 0008892 s
0.18 A / 12:27:55 / 0008894 s
0.18 A / 12:27:57 / 0008896 s
0.18 A / 12:27:59 / 0008898 s
0.28 A / 12:28:01 / 0008900 s
0.13 A / 12:28:03 / 0008902 s
0.13 A / 12:28:05 / 0008904 s
0.13 A / 12:28:07 / 0008906 s
0.13 A / 12:28:09 / 0008908 s
0.13 A / 12:28:11 / 0008910 s
0.13 A / 12:28:13 / 0008912 s
0.13 A / 12:28:15 / 0008914 s
0.13 A / 12:28:17 / 0008916 s
0.25 A / 12:28:19 / 0008918 s
0.25 A / 12:28:21 / 0008920 s
0.15 A / 12:28:23 / 0008922 s
0.15 A / 12:28:25 / 0008924 s
0.15 A / 12:28:27 / 0008926 s
0.15 A / 12:28:29 / 0008928 s
0.15 A / 12:28:31 / 0008930 s
0.28 A / 12:28:33 / 0008932 s
0.13 A / 12:28:35 / 0008934 s
0.35 A / 12:28:37 / 0008936 s
0.20 A / 12:28:39 / 0008938 s
0.20 A / 12:28:41 / 0008940 s
0.20 A / 12:28:43 / 0008942 s
0.20 A / 12:28:45 / 0008944 s
