Analyse intensité de charge
Chargeur 220v -- Partage de connexion activé
Debut des mesures :     2023-08-24 09:58:52.548582 Charge: 3%
1.20 A / 11:05:13 / 0003960 s
1.20 A / 11:05:15 / 0003962 s
1.20 A / 11:05:17 / 0003964 s
1.20 A / 11:05:19 / 0003966 s
1.20 A / 11:05:21 / 0003968 s
1.20 A / 11:05:23 / 0003970 s
1.20 A / 11:05:25 / 0003972 s
1.20 A / 11:05:27 / 0003974 s
1.20 A / 11:05:29 / 0003976 s
1.20 A / 11:05:31 / 0003978 s
1.20 A / 11:05:33 / 0003980 s
1.20 A / 11:05:35 / 0003982 s
1.20 A / 11:05:38 / 0003984 s
1.20 A / 11:05:40 / 0003986 s
1.20 A / 11:05:42 / 0003988 s
1.20 A / 11:05:44 / 0003990 s
1.20 A / 11:05:46 / 0003992 s
1.20 A / 11:05:48 / 0003994 s
1.30 A / 11:05:50 / 0003996 s
1.30 A / 11:05:52 / 0003998 s
1.30 A / 11:05:54 / 0004000 s
1.15 A / 11:05:56 / 0004002 s
1.33 A / 11:05:58 / 0004004 s
1.10 A / 11:06:00 / 0004006 s
1.10 A / 11:06:02 / 0004008 s
1.23 A / 11:06:04 / 0004010 s
1.23 A / 11:06:06 / 0004012 s
1.23 A / 11:06:08 / 0004014 s
1.23 A / 11:06:10 / 0004016 s
1.10 A / 11:06:12 / 0004018 s
1.10 A / 11:06:14 / 0004020 s
1.10 A / 11:06:16 / 0004022 s
1.10 A / 11:06:18 / 0004024 s
1.10 A / 11:06:20 / 0004026 s
1.10 A / 11:06:22 / 0004028 s
1.10 A / 11:06:24 / 0004030 s
1.10 A / 11:06:26 / 0004032 s
1.23 A / 11:06:28 / 0004034 s
1.23 A / 11:06:30 / 0004036 s
1.23 A / 11:06:32 / 0004038 s
1.23 A / 11:06:34 / 0004040 s
1.23 A / 11:06:36 / 0004042 s
1.23 A / 11:06:38 / 0004044 s
1.23 A / 11:06:40 / 0004046 s
1.23 A / 11:06:42 / 0004048 s
1.10 A / 11:06:44 / 0004050 s
1.23 A / 11:06:46 / 0004052 s
1.23 A / 11:06:48 / 0004054 s
1.23 A / 11:06:50 / 0004056 s
1.23 A / 11:06:52 / 0004058 s
1.23 A / 11:06:54 / 0004060 s
1.23 A / 11:06:56 / 0004062 s
1.13 A / 11:06:58 / 0004064 s
1.13 A / 11:07:00 / 0004066 s
1.13 A / 11:07:02 / 0004068 s
1.13 A / 11:07:04 / 0004070 s
1.13 A / 11:07:06 / 0004072 s
1.13 A / 11:07:08 / 0004074 s
1.25 A / 11:07:10 / 0004076 s
1.25 A / 11:07:12 / 0004078 s
1.25 A / 11:07:14 / 0004080 s
1.25 A / 11:07:16 / 0004082 s
1.25 A / 11:07:18 / 0004084 s
1.35 A / 11:07:20 / 0004086 s
1.15 A / 11:07:22 / 0004088 s
1.15 A / 11:07:24 / 0004090 s
1.15 A / 11:07:26 / 0004092 s
1.15 A / 11:07:28 / 0004094 s
1.15 A / 11:07:30 / 0004096 s
1.15 A / 11:07:32 / 0004098 s
1.15 A / 11:07:34 / 0004100 s
1.15 A / 11:07:36 / 0004102 s
1.15 A / 11:07:38 / 0004104 s
1.15 A / 11:07:40 / 0004106 s
1.15 A / 11:07:43 / 0004108 s
1.15 A / 11:07:45 / 0004110 s
1.15 A / 11:07:47 / 0004112 s
1.15 A / 11:07:49 / 0004114 s
1.15 A / 11:07:51 / 0004116 s
1.15 A / 11:07:53 / 0004118 s
1.15 A / 11:07:55 / 0004120 s
1.15 A / 11:07:57 / 0004122 s
1.15 A / 11:07:59 / 0004124 s
1.15 A / 11:08:01 / 0004126 s
1.15 A / 11:08:03 / 0004128 s
1.28 A / 11:08:05 / 0004130 s
1.28 A / 11:08:07 / 0004132 s
1.28 A / 11:08:09 / 0004134 s
1.28 A / 11:08:11 / 0004136 s
1.28 A / 11:08:13 / 0004138 s
1.28 A / 11:08:15 / 0004140 s
1.28 A / 11:08:17 / 0004142 s
1.38 A / 11:08:19 / 0004144 s
1.38 A / 11:08:21 / 0004146 s
1.23 A / 11:08:23 / 0004148 s
1.23 A / 11:08:25 / 0004150 s
1.23 A / 11:08:27 / 0004152 s
1.23 A / 11:08:29 / 0004154 s
1.23 A / 11:08:31 / 0004156 s
1.23 A / 11:08:33 / 0004158 s
1.23 A / 11:08:36 / 0004160 s
1.23 A / 11:08:38 / 0004162 s
1.23 A / 11:08:40 / 0004164 s
1.23 A / 11:08:42 / 0004166 s
1.23 A / 11:08:44 / 0004168 s
1.23 A / 11:08:46 / 0004170 s
1.23 A / 11:08:48 / 0004172 s
1.23 A / 11:08:50 / 0004174 s
1.23 A / 11:08:52 / 0004176 s
1.23 A / 11:08:54 / 0004178 s
1.23 A / 11:08:56 / 0004180 s
1.23 A / 11:08:58 / 0004182 s
1.23 A / 11:09:00 / 0004184 s
1.23 A / 11:09:02 / 0004186 s
1.13 A / 11:09:04 / 0004188 s
1.13 A / 11:09:06 / 0004190 s
1.13 A / 11:09:08 / 0004192 s
1.13 A / 11:09:10 / 0004194 s
1.45 A / 11:09:12 / 0004196 s
1.15 A / 11:09:14 / 0004198 s
1.28 A / 11:09:16 / 0004200 s
1.28 A / 11:09:18 / 0004202 s
1.28 A / 11:09:20 / 0004204 s
1.28 A / 11:09:22 / 0004206 s
1.13 A / 11:09:24 / 0004208 s
1.25 A / 11:09:26 / 0004210 s
1.25 A / 11:09:28 / 0004212 s
1.15 A / 11:09:30 / 0004214 s
1.15 A / 11:09:32 / 0004216 s
1.15 A / 11:09:34 / 0004218 s
1.15 A / 11:09:36 / 0004220 s
1.15 A / 11:09:38 / 0004222 s
1.15 A / 11:09:40 / 0004224 s
1.15 A / 11:09:42 / 0004226 s
1.15 A / 11:09:44 / 0004228 s
1.25 A / 11:09:46 / 0004230 s
1.25 A / 11:09:48 / 0004232 s
1.15 A / 11:09:50 / 0004234 s
1.28 A / 11:09:52 / 0004236 s
1.15 A / 11:09:54 / 0004238 s
1.15 A / 11:09:56 / 0004240 s
1.15 A / 11:09:58 / 0004242 s
1.15 A / 11:10:00 / 0004244 s
1.15 A / 11:10:02 / 0004246 s
1.15 A / 11:10:04 / 0004248 s
1.15 A / 11:10:06 / 0004250 s
1.15 A / 11:10:08 / 0004252 s
1.15 A / 11:10:10 / 0004254 s
1.15 A / 11:10:12 / 0004256 s
1.15 A / 11:10:14 / 0004258 s
1.40 A / 11:10:16 / 0004260 s
1.18 A / 11:10:18 / 0004262 s
1.18 A / 11:10:20 / 0004264 s
1.18 A / 11:10:22 / 0004266 s
1.18 A / 11:10:24 / 0004268 s
1.18 A / 11:10:26 / 0004270 s
1.18 A / 11:10:28 / 0004272 s
1.18 A / 11:10:30 / 0004274 s
1.18 A / 11:10:32 / 0004276 s
1.18 A / 11:10:34 / 0004278 s
1.18 A / 11:10:36 / 0004280 s
1.18 A / 11:10:38 / 0004282 s
1.18 A / 11:10:40 / 0004284 s
1.18 A / 11:10:42 / 0004286 s
1.18 A / 11:10:44 / 0004288 s
1.33 A / 11:10:46 / 0004290 s
1.33 A / 11:10:48 / 0004292 s
1.33 A / 11:10:50 / 0004294 s
1.33 A / 11:10:52 / 0004296 s
1.33 A / 11:10:54 / 0004298 s
1.50 A / 11:10:56 / 0004300 s
1.35 A / 11:10:58 / 0004302 s
1.35 A / 11:11:00 / 0004304 s
1.35 A / 11:11:02 / 0004306 s
1.35 A / 11:11:04 / 0004308 s
1.35 A / 11:11:06 / 0004310 s
1.35 A / 11:11:08 / 0004312 s
1.20 A / 11:11:10 / 0004314 s
1.20 A / 11:11:12 / 0004316 s
1.20 A / 11:11:14 / 0004318 s
1.38 A / 11:11:16 / 0004320 s
1.38 A / 11:11:18 / 0004322 s
1.38 A / 11:11:20 / 0004324 s
1.38 A / 11:11:22 / 0004326 s
1.15 A / 11:11:24 / 0004328 s
1.15 A / 11:11:26 / 0004330 s
1.15 A / 11:11:28 / 0004332 s
1.15 A / 11:11:30 / 0004334 s
1.15 A / 11:11:32 / 0004336 s
1.15 A / 11:11:34 / 0004338 s
1.03 A / 11:11:36 / 0004340 s
1.03 A / 11:11:38 / 0004342 s
1.03 A / 11:11:40 / 0004344 s
1.03 A / 11:11:42 / 0004346 s
1.15 A / 11:11:44 / 0004348 s
1.15 A / 11:11:46 / 0004350 s
1.15 A / 11:11:48 / 0004352 s
1.15 A / 11:11:50 / 0004354 s
1.15 A / 11:11:52 / 0004356 s
1.15 A / 11:11:54 / 0004358 s
1.15 A / 11:11:56 / 0004360 s
1.15 A / 11:11:58 / 0004362 s
1.05 A / 11:12:00 / 0004364 s
1.05 A / 11:12:02 / 0004366 s
1.18 A / 11:12:04 / 0004368 s
1.18 A / 11:12:06 / 0004370 s
1.18 A / 11:12:08 / 0004372 s
1.18 A / 11:12:10 / 0004374 s
1.18 A / 11:12:12 / 0004376 s
1.18 A / 11:12:14 / 0004378 s
1.18 A / 11:12:16 / 0004380 s
1.18 A / 11:12:18 / 0004382 s
1.18 A / 11:12:20 / 0004384 s
1.05 A / 11:12:22 / 0004386 s
1.05 A / 11:12:24 / 0004388 s
1.05 A / 11:12:26 / 0004390 s
1.05 A / 11:12:28 / 0004392 s
1.05 A / 11:12:30 / 0004394 s
1.05 A / 11:12:32 / 0004396 s
1.05 A / 11:12:34 / 0004398 s
1.05 A / 11:12:36 / 0004400 s
1.05 A / 11:12:38 / 0004402 s
1.05 A / 11:12:40 / 0004404 s
0.95 A / 11:12:42 / 0004406 s
1.15 A / 11:12:44 / 0004408 s
0.95 A / 11:12:46 / 0004410 s
1.15 A / 11:12:48 / 0004412 s
1.15 A / 11:12:50 / 0004414 s
1.15 A / 11:12:52 / 0004416 s
1.15 A / 11:12:54 / 0004418 s
1.15 A / 11:12:56 / 0004420 s
1.03 A / 11:12:58 / 0004422 s
1.03 A / 11:13:00 / 0004424 s
1.18 A / 11:13:02 / 0004426 s
1.18 A / 11:13:04 / 0004428 s
1.00 A / 11:13:06 / 0004430 s
1.15 A / 11:13:08 / 0004432 s
1.15 A / 11:13:10 / 0004434 s
1.15 A / 11:13:12 / 0004436 s
1.15 A / 11:13:14 / 0004438 s
1.15 A / 11:13:16 / 0004440 s
1.15 A / 11:13:18 / 0004442 s
1.15 A / 11:13:20 / 0004444 s
1.15 A / 11:13:22 / 0004446 s
1.15 A / 11:13:24 / 0004448 s
1.15 A / 11:13:26 / 0004450 s
1.15 A / 11:13:28 / 0004452 s
1.15 A / 11:13:30 / 0004454 s
1.05 A / 11:13:32 / 0004456 s
1.05 A / 11:13:34 / 0004458 s
1.05 A / 11:13:36 / 0004460 s
1.05 A / 11:13:38 / 0004462 s
1.05 A / 11:13:40 / 0004464 s
1.05 A / 11:13:42 / 0004466 s
1.20 A / 11:13:44 / 0004468 s
1.05 A / 11:13:46 / 0004470 s
1.05 A / 11:13:48 / 0004472 s
1.05 A / 11:13:50 / 0004474 s
1.05 A / 11:13:52 / 0004476 s
1.05 A / 11:13:54 / 0004478 s
1.05 A / 11:13:56 / 0004480 s
1.05 A / 11:13:58 / 0004482 s
1.05 A / 11:14:00 / 0004484 s
1.05 A / 11:14:02 / 0004486 s
1.05 A / 11:14:04 / 0004488 s
1.05 A / 11:14:06 / 0004490 s
1.05 A / 11:14:08 / 0004492 s
1.05 A / 11:14:10 / 0004494 s
1.05 A / 11:14:12 / 0004496 s
1.05 A / 11:14:14 / 0004498 s
1.05 A / 11:14:16 / 0004500 s
1.05 A / 11:14:18 / 0004502 s
1.05 A / 11:14:20 / 0004504 s
1.05 A / 11:14:22 / 0004506 s
1.05 A / 11:14:24 / 0004508 s
1.05 A / 11:14:26 / 0004510 s
1.05 A / 11:14:28 / 0004512 s
1.05 A / 11:14:30 / 0004514 s
1.05 A / 11:14:32 / 0004516 s
1.05 A / 11:14:34 / 0004518 s
1.05 A / 11:14:36 / 0004520 s
1.05 A / 11:14:38 / 0004522 s
1.18 A / 11:14:40 / 0004524 s
1.08 A / 11:14:42 / 0004526 s
1.08 A / 11:14:44 / 0004528 s
1.08 A / 11:14:46 / 0004530 s
1.08 A / 11:14:48 / 0004532 s
1.08 A / 11:14:50 / 0004534 s
1.18 A / 11:14:52 / 0004536 s
1.03 A / 11:14:54 / 0004538 s
1.13 A / 11:14:56 / 0004540 s
1.13 A / 11:14:58 / 0004542 s
1.13 A / 11:15:00 / 0004544 s
1.13 A / 11:15:02 / 0004546 s
1.13 A / 11:15:04 / 0004548 s
1.13 A / 11:15:06 / 0004550 s
1.13 A / 11:15:08 / 0004552 s
1.13 A / 11:15:10 / 0004554 s
1.13 A / 11:15:12 / 0004556 s
1.13 A / 11:15:14 / 0004558 s
1.13 A / 11:15:16 / 0004560 s
1.03 A / 11:15:18 / 0004562 s
1.15 A / 11:15:20 / 0004564 s
1.15 A / 11:15:22 / 0004566 s
1.15 A / 11:15:24 / 0004568 s
1.03 A / 11:15:26 / 0004570 s
1.30 A / 11:15:28 / 0004572 s
1.43 A / 11:15:30 / 0004574 s
1.18 A / 11:15:32 / 0004576 s
1.08 A / 11:15:34 / 0004578 s
1.23 A / 11:15:36 / 0004580 s
1.23 A / 11:15:38 / 0004582 s
1.23 A / 11:15:40 / 0004584 s
1.23 A / 11:15:42 / 0004586 s
1.23 A / 11:15:44 / 0004588 s
1.23 A / 11:15:46 / 0004590 s
1.13 A / 11:15:48 / 0004592 s
1.13 A / 11:15:50 / 0004594 s
1.13 A / 11:15:52 / 0004596 s
1.13 A / 11:15:54 / 0004598 s
1.13 A / 11:15:56 / 0004600 s
1.13 A / 11:15:58 / 0004602 s
1.03 A / 11:16:01 / 0004604 s
1.13 A / 11:16:03 / 0004606 s
1.23 A / 11:16:05 / 0004608 s
1.10 A / 11:16:07 / 0004610 s
1.10 A / 11:16:09 / 0004612 s
1.10 A / 11:16:11 / 0004614 s
1.10 A / 11:16:13 / 0004616 s
1.10 A / 11:16:15 / 0004618 s
1.10 A / 11:16:17 / 0004620 s
1.10 A / 11:16:19 / 0004622 s
1.10 A / 11:16:21 / 0004624 s
1.10 A / 11:16:23 / 0004626 s
1.10 A / 11:16:25 / 0004628 s
1.10 A / 11:16:27 / 0004630 s
1.10 A / 11:16:29 / 0004632 s
1.20 A / 11:16:31 / 0004634 s
1.20 A / 11:16:33 / 0004636 s
1.20 A / 11:16:35 / 0004638 s
1.33 A / 11:16:37 / 0004640 s
1.33 A / 11:16:39 / 0004642 s
1.23 A / 11:16:41 / 0004644 s
1.23 A / 11:16:43 / 0004646 s
1.10 A / 11:16:45 / 0004648 s
1.10 A / 11:16:47 / 0004650 s
1.10 A / 11:16:49 / 0004652 s
1.10 A / 11:16:51 / 0004654 s
1.10 A / 11:16:53 / 0004656 s
1.10 A / 11:16:55 / 0004658 s
1.10 A / 11:16:57 / 0004660 s
1.10 A / 11:16:59 / 0004662 s
1.10 A / 11:17:01 / 0004664 s
1.10 A / 11:17:03 / 0004666 s
1.10 A / 11:17:05 / 0004668 s
1.10 A / 11:17:07 / 0004670 s
1.10 A / 11:17:09 / 0004672 s
1.10 A / 11:17:11 / 0004674 s
1.10 A / 11:17:13 / 0004676 s
1.10 A / 11:17:15 / 0004678 s
1.10 A / 11:17:17 / 0004680 s
1.10 A / 11:17:19 / 0004682 s
1.10 A / 11:17:21 / 0004684 s
1.10 A / 11:17:23 / 0004686 s
1.10 A / 11:17:25 / 0004688 s
1.10 A / 11:17:27 / 0004690 s
1.10 A / 11:17:29 / 0004692 s
1.10 A / 11:17:31 / 0004694 s
1.10 A / 11:17:33 / 0004696 s
1.10 A / 11:17:35 / 0004698 s
1.10 A / 11:17:37 / 0004700 s
1.20 A / 11:17:39 / 0004702 s
1.20 A / 11:17:41 / 0004704 s
1.20 A / 11:17:43 / 0004706 s
1.20 A / 11:17:45 / 0004708 s
1.03 A / 11:17:47 / 0004710 s
1.03 A / 11:17:49 / 0004712 s
1.03 A / 11:17:51 / 0004714 s
1.13 A / 11:17:53 / 0004716 s
1.13 A / 11:17:55 / 0004718 s
0.45 A / 11:17:57 / 0004720 s
1.28 A / 11:17:59 / 0004722 s
1.28 A / 11:18:01 / 0004724 s
1.28 A / 11:18:03 / 0004726 s
1.15 A / 11:18:05 / 0004728 s
1.15 A / 11:18:07 / 0004730 s
1.05 A / 11:18:09 / 0004732 s
1.05 A / 11:18:11 / 0004734 s
1.05 A / 11:18:13 / 0004736 s
1.05 A / 11:18:15 / 0004738 s
1.05 A / 11:18:17 / 0004740 s
1.05 A / 11:18:19 / 0004742 s
1.18 A / 11:18:21 / 0004744 s
1.18 A / 11:18:23 / 0004746 s
1.18 A / 11:18:25 / 0004748 s
1.18 A / 11:18:27 / 0004750 s
1.18 A / 11:18:29 / 0004752 s
1.18 A / 11:18:31 / 0004754 s
1.18 A / 11:18:33 / 0004756 s
1.18 A / 11:18:35 / 0004758 s
1.18 A / 11:18:37 / 0004760 s
1.18 A / 11:18:39 / 0004762 s
1.18 A / 11:18:41 / 0004764 s
1.08 A / 11:18:43 / 0004766 s
1.08 A / 11:18:45 / 0004768 s
1.08 A / 11:18:47 / 0004770 s
1.08 A / 11:18:49 / 0004772 s
1.08 A / 11:18:51 / 0004774 s
1.08 A / 11:18:53 / 0004776 s
1.08 A / 11:18:55 / 0004778 s
1.08 A / 11:18:57 / 0004780 s
1.28 A / 11:18:59 / 0004782 s
1.28 A / 11:19:01 / 0004784 s
1.05 A / 11:19:03 / 0004786 s
1.05 A / 11:19:05 / 0004788 s
1.05 A / 11:19:07 / 0004790 s
1.05 A / 11:19:09 / 0004792 s
1.05 A / 11:19:11 / 0004794 s
1.05 A / 11:19:13 / 0004796 s
1.05 A / 11:19:15 / 0004798 s
1.20 A / 11:19:17 / 0004800 s
1.20 A / 11:19:19 / 0004802 s
1.08 A / 11:19:21 / 0004804 s
1.08 A / 11:19:23 / 0004806 s
1.08 A / 11:19:25 / 0004808 s
1.08 A / 11:19:27 / 0004810 s
1.08 A / 11:19:29 / 0004812 s
1.18 A / 11:19:31 / 0004814 s
1.18 A / 11:19:33 / 0004816 s
1.08 A / 11:19:35 / 0004818 s
0.98 A / 11:19:37 / 0004820 s
1.15 A / 11:19:39 / 0004822 s
1.05 A / 11:19:41 / 0004824 s
1.05 A / 11:19:43 / 0004826 s
1.18 A / 11:19:45 / 0004828 s
1.08 A / 11:19:47 / 0004830 s
1.08 A / 11:19:49 / 0004832 s
1.08 A / 11:19:51 / 0004834 s
1.08 A / 11:19:53 / 0004836 s
1.08 A / 11:19:55 / 0004838 s
1.08 A / 11:19:57 / 0004840 s
1.18 A / 11:19:59 / 0004842 s
1.18 A / 11:20:01 / 0004844 s
1.18 A / 11:20:03 / 0004846 s
1.18 A / 11:20:05 / 0004848 s
1.18 A / 11:20:07 / 0004850 s
1.18 A / 11:20:09 / 0004852 s
1.18 A / 11:20:11 / 0004854 s
1.05 A / 11:20:13 / 0004856 s
1.20 A / 11:20:15 / 0004858 s
1.20 A / 11:20:17 / 0004860 s
1.20 A / 11:20:19 / 0004862 s
1.20 A / 11:20:21 / 0004864 s
1.05 A / 11:20:23 / 0004866 s
1.05 A / 11:20:25 / 0004868 s
1.15 A / 11:20:27 / 0004870 s
1.15 A / 11:20:29 / 0004872 s
1.05 A / 11:20:31 / 0004874 s
1.05 A / 11:20:33 / 0004876 s
1.05 A / 11:20:35 / 0004878 s
1.05 A / 11:20:37 / 0004880 s
1.18 A / 11:20:39 / 0004882 s
1.08 A / 11:20:41 / 0004884 s
1.08 A / 11:20:43 / 0004886 s
1.08 A / 11:20:45 / 0004888 s
1.08 A / 11:20:47 / 0004890 s
1.08 A / 11:20:49 / 0004892 s
0.98 A / 11:20:51 / 0004894 s
1.13 A / 11:20:53 / 0004896 s
1.13 A / 11:20:55 / 0004898 s
1.13 A / 11:20:57 / 0004900 s
1.13 A / 11:20:59 / 0004902 s
1.13 A / 11:21:01 / 0004904 s
1.13 A / 11:21:03 / 0004906 s
1.23 A / 11:21:05 / 0004908 s
1.23 A / 11:21:07 / 0004910 s
1.03 A / 11:21:09 / 0004912 s
1.13 A / 11:21:11 / 0004914 s
1.13 A / 11:21:13 / 0004916 s
1.00 A / 11:21:15 / 0004918 s
1.20 A / 11:21:17 / 0004920 s
1.20 A / 11:21:19 / 0004922 s
1.08 A / 11:21:21 / 0004924 s
1.08 A / 11:21:23 / 0004926 s
1.08 A / 11:21:25 / 0004928 s
1.08 A / 11:21:27 / 0004930 s
1.08 A / 11:21:29 / 0004932 s
1.08 A / 11:21:31 / 0004934 s
1.08 A / 11:21:33 / 0004936 s
1.08 A / 11:21:35 / 0004938 s
1.08 A / 11:21:37 / 0004940 s
1.08 A / 11:21:39 / 0004942 s
1.08 A / 11:21:41 / 0004944 s
1.08 A / 11:21:43 / 0004946 s
1.08 A / 11:21:45 / 0004948 s
1.08 A / 11:21:47 / 0004950 s
1.08 A / 11:21:49 / 0004952 s
1.18 A / 11:21:51 / 0004954 s
1.18 A / 11:21:53 / 0004956 s
1.03 A / 11:21:55 / 0004958 s
1.03 A / 11:21:57 / 0004960 s
1.03 A / 11:21:59 / 0004962 s
1.03 A / 11:22:01 / 0004964 s
1.28 A / 11:22:03 / 0004966 s
1.03 A / 11:22:05 / 0004968 s
1.13 A / 11:22:07 / 0004970 s
1.13 A / 11:22:09 / 0004972 s
1.13 A / 11:22:11 / 0004974 s
1.13 A / 11:22:13 / 0004976 s
1.13 A / 11:22:15 / 0004978 s
1.23 A / 11:22:17 / 0004980 s
1.23 A / 11:22:19 / 0004982 s
1.10 A / 11:22:21 / 0004984 s
1.20 A / 11:22:23 / 0004986 s
1.20 A / 11:22:25 / 0004988 s
1.20 A / 11:22:27 / 0004990 s
1.20 A / 11:22:29 / 0004992 s
1.10 A / 11:22:31 / 0004994 s
1.10 A / 11:22:33 / 0004996 s
1.10 A / 11:22:35 / 0004998 s
1.10 A / 11:22:37 / 0005000 s
1.10 A / 11:22:39 / 0005002 s
1.10 A / 11:22:41 / 0005004 s
1.10 A / 11:22:43 / 0005006 s
1.10 A / 11:22:45 / 0005008 s
1.10 A / 11:22:47 / 0005010 s
1.10 A / 11:22:49 / 0005012 s
1.10 A / 11:22:51 / 0005014 s
1.10 A / 11:22:53 / 0005016 s
1.10 A / 11:22:55 / 0005018 s
1.10 A / 11:22:57 / 0005020 s
1.10 A / 11:22:59 / 0005022 s
1.10 A / 11:23:01 / 0005024 s
1.10 A / 11:23:03 / 0005026 s
1.10 A / 11:23:05 / 0005028 s
1.10 A / 11:23:07 / 0005030 s
1.10 A / 11:23:09 / 0005032 s
1.00 A / 11:23:11 / 0005034 s
1.15 A / 11:23:13 / 0005036 s
1.15 A / 11:23:15 / 0005038 s
1.15 A / 11:23:17 / 0005040 s
1.15 A / 11:23:19 / 0005042 s
1.15 A / 11:23:21 / 0005044 s
1.05 A / 11:23:23 / 0005046 s
1.05 A / 11:23:25 / 0005048 s
1.05 A / 11:23:27 / 0005050 s
1.05 A / 11:23:29 / 0005052 s
1.05 A / 11:23:31 / 0005054 s
1.05 A / 11:23:33 / 0005056 s
1.05 A / 11:23:35 / 0005058 s
1.05 A / 11:23:37 / 0005060 s
1.05 A / 11:23:39 / 0005062 s
1.05 A / 11:23:41 / 0005064 s
1.15 A / 11:23:43 / 0005066 s
1.15 A / 11:23:45 / 0005068 s
1.15 A / 11:23:47 / 0005070 s
1.15 A / 11:23:49 / 0005072 s
1.15 A / 11:23:51 / 0005074 s
1.15 A / 11:23:53 / 0005076 s
1.15 A / 11:23:55 / 0005078 s
1.15 A / 11:23:57 / 0005080 s
1.15 A / 11:23:59 / 0005082 s
1.15 A / 11:24:01 / 0005084 s
1.15 A / 11:24:03 / 0005086 s
1.15 A / 11:24:05 / 0005088 s
1.15 A / 11:24:07 / 0005090 s
0.45 A / 11:24:09 / 0005092 s
0.68 A / 11:24:11 / 0005094 s
0.68 A / 11:24:13 / 0005096 s
0.68 A / 11:24:15 / 0005098 s
0.58 A / 11:24:17 / 0005100 s
0.43 A / 11:24:19 / 0005102 s
0.43 A / 11:24:21 / 0005104 s
0.43 A / 11:24:23 / 0005106 s
0.43 A / 11:24:25 / 0005108 s
0.80 A / 11:24:27 / 0005110 s
1.08 A / 11:24:29 / 0005112 s
1.08 A / 11:24:31 / 0005114 s
1.08 A / 11:24:33 / 0005116 s
1.08 A / 11:24:35 / 0005118 s
1.18 A / 11:24:37 / 0005120 s
1.18 A / 11:24:39 / 0005122 s
1.05 A / 11:24:41 / 0005124 s
1.05 A / 11:24:43 / 0005126 s
1.05 A / 11:24:45 / 0005128 s
1.05 A / 11:24:47 / 0005130 s
1.18 A / 11:24:49 / 0005132 s
1.08 A / 11:24:51 / 0005134 s
1.08 A / 11:24:53 / 0005136 s
1.08 A / 11:24:55 / 0005138 s
1.08 A / 11:24:57 / 0005140 s
1.08 A / 11:24:59 / 0005142 s
1.08 A / 11:25:01 / 0005144 s
1.08 A / 11:25:03 / 0005146 s
1.08 A / 11:25:05 / 0005148 s
1.08 A / 11:25:07 / 0005150 s
1.08 A / 11:25:09 / 0005152 s
1.08 A / 11:25:11 / 0005154 s
1.08 A / 11:25:13 / 0005156 s
1.08 A / 11:25:15 / 0005158 s
1.08 A / 11:25:17 / 0005160 s
1.08 A / 11:25:19 / 0005162 s
1.08 A / 11:25:21 / 0005164 s
1.20 A / 11:25:23 / 0005166 s
1.08 A / 11:25:25 / 0005168 s
1.08 A / 11:25:27 / 0005170 s
1.20 A / 11:25:29 / 0005172 s
1.08 A / 11:25:31 / 0005174 s
1.08 A / 11:25:33 / 0005176 s
1.08 A / 11:25:35 / 0005178 s
1.08 A / 11:25:37 / 0005180 s
1.08 A / 11:25:39 / 0005182 s
1.08 A / 11:25:41 / 0005184 s
1.18 A / 11:25:43 / 0005186 s
1.18 A / 11:25:45 / 0005188 s
1.18 A / 11:25:47 / 0005190 s
1.05 A / 11:25:49 / 0005192 s
1.05 A / 11:25:51 / 0005194 s
1.05 A / 11:25:53 / 0005196 s
1.05 A / 11:25:55 / 0005198 s
1.05 A / 11:25:57 / 0005200 s
1.05 A / 11:25:59 / 0005202 s
1.18 A / 11:26:01 / 0005204 s
1.18 A / 11:26:03 / 0005206 s
1.08 A / 11:26:05 / 0005208 s
1.08 A / 11:26:07 / 0005210 s
1.18 A / 11:26:09 / 0005212 s
1.18 A / 11:26:11 / 0005214 s
1.18 A / 11:26:13 / 0005216 s
1.08 A / 11:26:15 / 0005218 s
1.08 A / 11:26:17 / 0005220 s
1.08 A / 11:26:19 / 0005222 s
1.08 A / 11:26:21 / 0005224 s
1.08 A / 11:26:23 / 0005226 s
1.08 A / 11:26:25 / 0005228 s
1.08 A / 11:26:27 / 0005230 s
1.08 A / 11:26:29 / 0005232 s
1.18 A / 11:26:31 / 0005234 s
1.03 A / 11:26:33 / 0005236 s
1.03 A / 11:26:35 / 0005238 s
1.03 A / 11:26:37 / 0005240 s
1.03 A / 11:26:39 / 0005242 s
1.03 A / 11:26:41 / 0005244 s
1.03 A / 11:26:43 / 0005246 s
1.15 A / 11:26:45 / 0005248 s
1.15 A / 11:26:47 / 0005250 s
1.15 A / 11:26:49 / 0005252 s
1.05 A / 11:26:51 / 0005254 s
1.05 A / 11:26:53 / 0005256 s
1.28 A / 11:26:55 / 0005258 s
1.05 A / 11:26:57 / 0005260 s
1.05 A / 11:26:59 / 0005262 s
1.05 A / 11:27:01 / 0005264 s
1.05 A / 11:27:03 / 0005266 s
1.05 A / 11:27:05 / 0005268 s
1.05 A / 11:27:07 / 0005270 s
1.05 A / 11:27:09 / 0005272 s
1.15 A / 11:27:11 / 0005274 s
1.15 A / 11:27:13 / 0005276 s
1.05 A / 11:27:15 / 0005278 s
1.05 A / 11:27:17 / 0005280 s
1.05 A / 11:27:19 / 0005282 s
1.05 A / 11:27:21 / 0005284 s
